text_id	text	task_1	task_2	task_3
hasoc_en_3212	all the way... to the fucktrump	NOT	NONE	NONE
hasoc_en_3213	nature and urban. dancing together like in harmony. i think we all just learned something. didnt we. from not just nature. not just urban. but from... the dance rainbow myafternoonwalk dickhead	NOT	NONE	NONE
hasoc_en_3214	. holy sht!!! gotta agree with both you patriots on that douchebag! im just gonna leave this here... primaryromney draintheswamp	HOF	PRFN	TIN
hasoc_en_3215	madam why you never spoke about tgsfraud amp dreamzgkfraud ,today you talk about imafraud bz they financed pfi?sachin naik and his team financed election funding for ?	NOT	NONE	NONE
hasoc_en_3216	literally, blood was shed. in the end no money was raised for charity, but the kennedy assassination was solved. flashbackfriday 2016election voteblueandbringafriend votebluetosaveamericandemocracy trumpisatraitor voteearly novemberiscoming fbr	NOT	NONE	NONE
hasoc_en_3217	mamata didi thinks herself as a mastaans n hd been bulldozing every institutions,which comes her way.she feels tat jst bcos she is a cm, she cn do anything she wants n cn use her power ruthlessly 2 stop any dissenting voice. its shameful didi doctorsfightback	HOF	HATE	TIN
hasoc_en_3218	imagine a world in which isnt the biggest scumbag in it. go ahead and try. its impossible. one day these men will have justice. one day america will have justice. fucktrump	NOT	NONE	NONE
hasoc_en_3219	the university of alabama will return 21.5 million after the donor denounced the states abortion law resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_3220	he should be tarred and feathered! no more for me. boycott murderer	HOF	HATE	TIN
hasoc_en_3221	trump sides with north korea against the cia resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_3222	happy johnmccainday !! trumpisatraitor	NOT	NONE	NONE
hasoc_en_3223	hard pass on anything youd recommend. but i did order this one fucktrump	NOT	NONE	NONE
hasoc_en_3224	then arrest faisalvawda, aleemkhan, jahangirtareen amp your sister aleemakhan. , , pmikaddress pmik imrankhan pti imranhataomulkbachao ptimf	NOT	NONE	NONE
hasoc_en_3225	exclusive this douchebag likes our douchebag maybe they can get adjoining cells. prisonfortrump	NOT	NONE	NONE
hasoc_en_3226	to amend laws to bring more insiders like rohingyas and bangladeshis into medical education and send outsider indians out ! savebengal savethedoctors mamatabanerjee losing control over westbengal doctorsfightback	NOT	NONE	NONE
hasoc_en_3227	have you read the mueller report? you can randomly pick a page and its shocking how grimy he and his associates behaved. trump trumpisatraitor	NOT	NONE	NONE
hasoc_en_3228	im definitely feeling harassed by you at this point. so we finally agree on something! presidentialharassment mypresidentisharassingme fucktrump whosethecreeperinthewhitehouse	NOT	NONE	NONE
hasoc_en_3229	this is patriotism.and dhoni has the right to use it.but what icc doing is absolutely worse...i,we support dhoni... dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3230	did the intelligence committee find any intelligence in ? asking for people who dont lie to congress. trumpisatraitor trumpmustresign	NOT	NONE	NONE
hasoc_en_3231	ffs ... when did brits start calling their kids lance ?! what next chip, buck or forrest ? dickhead braindead	NOT	NONE	NONE
hasoc_en_3232	trump is a racist and a rapist! katiejohnson	NOT	NONE	NONE
hasoc_en_3233	hard pass. trumpisatraitor	NOT	NONE	NONE
hasoc_en_3234	so you guys are finally starting to call putin, god? putin trumpisatraitor	NOT	NONE	NONE
hasoc_en_3235	traitors through and through. fucktrump americansforimpeachment	HOF	HATE	TIN
hasoc_en_3236	and for my next roll .... say hello to liz ... shes belting ... and well a murderer chicago chicagothemusical amateur musical theatre wilton	NOT	NONE	NONE
hasoc_en_3237	dhonikeepstheglove instead of focusing on dhonis gloves icc should focus on improving umpiring.	NOT	NONE	NONE
hasoc_en_3238	why the fuck did doris mention demar lmfaooooo. dickhead	HOF	PRFN	TIN
hasoc_en_3239	i cant watch when they see us again i get too damn angry and i cry every time throughout the whole series. fucktrump	NOT	NONE	NONE
hasoc_en_3240	america didnt even win the nbafinals. thanks trump fucktrump	NOT	NONE	NONE
hasoc_en_3241	becaaauuusssse ... thinks to self im lying right now trumpisatraitor trumprussia	NOT	NONE	NONE
hasoc_en_3242	like trump, bozo johnson responds positively to sycophantic praise. borisjohnsonshouldnotbepm getthetoriesout	NOT	NONE	NONE
hasoc_en_3243	beat me to it. douchebag	NOT	NONE	NONE
hasoc_en_3244	surely there are bigger fish to fry you bellend?!!? toryleadership borisjohnsonshouldnotbepm borisjohnson	HOF	HATE	TIN
hasoc_en_3245	wow, amazing you can even look in the public eye, or your public lie! murderer	HOF	HATE	TIN
hasoc_en_3246	and you throw away millions of our tax dollars each day ! and lately to kill babies in the womb worldwide. murderer.	NOT	NONE	NONE
hasoc_en_3247	i hate they killed or had someone kill my mom. i swear to god and i have from it. i wouldnt just say that on or facebook. my mom died at 61 and was completely over heart failure and goes to jamaica and the next week she dies on the toilet. murderer	NOT	NONE	NONE
hasoc_en_3248	he probably.. or shouldve got mashed on. forsure dickhead	HOF	HATE	TIN
hasoc_en_3249	i thought you have a spine. then you supported emptychairbojo. and then i realised you cant have a spine, you are a tory. borisjohnsonshouldnotbepm borisbehindbars toriesout peoplesvote revokearticle50 revokea50	HOF	HATE	TIN
hasoc_en_3250	said one con man to another bogus fraud scam corruption trumpisatraitor	NOT	NONE	NONE
hasoc_en_3251	isnt only a gangster but delusionaldonald trumpisatraitor trumpsaninternationaldisgrace trumpsworsethannixon trumpisadisgrace trumpisafraud trumpisamoron trumpistheenemyofthepeople trumpisanationalsecuritythreat thats why trumpcrimefamilymustgo	HOF	OFFN	TIN
hasoc_en_3252	the only serving this douchebag should be doing is a prison sentence. reincepreibus douchebag tuesdaythoughts	NOT	NONE	NONE
hasoc_en_3253	doctorsfightback give them proper environment	NOT	NONE	NONE
hasoc_en_3254	only after you apologize for being a racebaiting, brain dead douchebag btw black folks were the originators of the black slave market in the us, so are they going to apologize to each first? youarepathetic	NOT	NONE	NONE
hasoc_en_3255	lets wait till borisjohnsonshouldnotbepm will explain it for us	NOT	NONE	NONE
hasoc_en_3256	ive seen racer chases in women but this guy on your left is definitely a driver chaser. looser whenthemoneyrunsupyouwillbeforgotte nascar douchebag wannabe sucks greatjobatbeingadouchebag	NOT	NONE	NONE
hasoc_en_3257	shameonicc why icc choose england.....try next time sudan	NOT	NONE	NONE
hasoc_en_3258	what he really means is jesus would never allow trump amp pence... dickhead amp dickless are professional sinners!	HOF	HATE	TIN
hasoc_en_3259	this right here is another justified reason for me to say fucktrump	NOT	NONE	NONE
hasoc_en_3260	hi please keep wearing balidan badge gloves in next matches too, we all are in your support as we know that this is nothing against icc rule, we all have proud on you dhoni bhai. dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3261	this lobster is obviously smarter then pres.trump trumpisatraitor	NOT	NONE	NONE
hasoc_en_3262	damn right mr. fetterman! pennsylvania is gonna be one of the deciding states that purge trump and his repugnant party from office! we are going to be a solid blue state again! fucktrump	NOT	NONE	NONE
hasoc_en_3263	simply put, trump doesnt give a fatflyingfuck about our national security. hes oblivious to the fact that his actions, andor lack of, have put in peril every person on the planet, all to feed his ego fantasy of being king of the world. fucktrump	HOF	PRFN	TIN
hasoc_en_3264	everybody needs to know whats behind the front borisjohnson presents do we want this man as our next prime minister? borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3265	while bengal burning, cm of tmc not wb, went for party development meeting?? she is the murderer of democracy totally exposed sheltering muslim terror groups in south bengal to hammer hindus silent? doctorsfightback cm is mentally sick	HOF	HATE	TIN
hasoc_en_3266	ji are presstitutes authorised to belittledisrespect the officers amp their armed forces under the garb of journalism? dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3267	nonsense. weather predictions now a days has improved such that you can predict fairly well before 15 days. what is doing?? sleeping or planning for some post match interviews... shame on those supporting stupid icc shameonicc	HOF	HATE	TIN
hasoc_en_3268	biden leading trump by 16 in pennsylvania biden leading trump by 10 in wisconsin biden leading trump by 7 in florida trump leading biden by 2 in texas fucktrump	NOT	NONE	NONE
hasoc_en_3269	fake post from the fakeillegitimate president! trumpisatraitor trumpisadisgrace impeachtrumpnow	HOF	OFFN	TIN
hasoc_en_3270	this is not a great president! fucktrump trumpsanidiot resist derangeddonald trumpcriminalinvestigations impeachdonaldtrumpnow	HOF	HATE	TIN
hasoc_en_3271	today at the bank an old lady asked me to help check her balance... so i pushed her over. these are my dogs, sophie and maggie. fucktrump	NOT	NONE	NONE
hasoc_en_3272	many a time, we indians chooseour hearts over our heads. holding tight all that we believe in, we confidently tread beyond the realm ofrational thinking. shameonicc fridayfeeling fridaymotivation blooddonation	NOT	NONE	NONE
hasoc_en_3273	the best part about happyjohnmccainday is that it is johnmccainday and not trump day. fucktrump.	NOT	NONE	NONE
hasoc_en_3274	tmc s mp dr santanu sen just repeats version of mamatabanerjee the outsiders !! dont get back, continue doctorstrike until westbengal cm apologize publicly savethedoctors savebengal doctorsfightback	NOT	NONE	NONE
hasoc_en_3275	happy birthday from your nemesis john mccain today, your age your iq impeachtrump johnmccaindayjune14 trumpisatraitor impeachtrump johnmccaindayjune14 trumpisatraitor impeachtrump johnmccaindayjune14 trumpisatraitor	NOT	NONE	NONE
hasoc_en_3276	didnt you vote to repeal sanction for oleg deripaska and rusal? doesnt rusal process aluminum for nuclear devices? do you work for the us or russia? hypocrite much? trumptantrum trumpisatraitor trumpcrimefamily trumpconcentrationcamps trumpcriminalinvestigations	HOF	HATE	TIN
hasoc_en_3277	dickhead donald is a disgrace to the usa not so much to his family because they are all criminals like individual1 who makes disgusting statements every single day. on american or foreign soil. lockhimup voteblue2020 impeachtrumpnow	NOT	NONE	NONE
hasoc_en_3278	40,000 forty thousand people died in america last year because of guns and donald dumbnuts here thinks london needs a new mayor because of knife crime. he would do well to understand why knife crime is on the rise in the uk and strengthen gun laws in usa. dickhead	NOT	NONE	NONE
hasoc_en_3279	please educate your son, it will deteriorate the chances of him becoming a rapist. justicefortinklesharma	NOT	NONE	NONE
hasoc_en_3280	no hes not. assange is not a rapist	NOT	NONE	NONE
hasoc_en_3281	he should have received the death penalty as did his victim. murderer	NOT	NONE	NONE
hasoc_en_3282	the mohamedsalah effect reduced hatecrimes and antimuslim tweets familiarity breeds acceptance and understanding, and prevents the dehumanisation of people who differ in some way from ourselves diversityinclusion	NOT	NONE	NONE
hasoc_en_3283	all these states legalizing medically assisted suicide but wont legalize castrating rapist	NOT	NONE	NONE
hasoc_en_3284	fucking dumbass. hes probably never even finished a book. trumpsworsethannixon trumpsaninternationaldisgrace trumpisnotabovethelaw trumpisamoron trumpisatraitor	HOF	PRFN	TIN
hasoc_en_3285	wow, you are bold. murderer	NOT	NONE	NONE
hasoc_en_3286	good riddance to this lying sack! trumpisatraitor trumpmustresign johnmccainday sarahsandersresigns	HOF	HATE	TIN
hasoc_en_3287	assange is not a rapist	NOT	NONE	NONE
hasoc_en_3288	because bill is so smart, he fell for one of the most known parody accounts. dumbass fucktrump fuckthegop	NOT	NONE	NONE
hasoc_en_3289	johnmccainday not day. fucktrump	NOT	NONE	NONE
hasoc_en_3290	look whats trending johnmccainday johnmccaindayjune14 johnmccaindayjune14th johnmccainamericanhero vs. trumpisatraitor trumptreason trumpsaninternationaldisgrace trumpresignnow trumpcriminalinvestigations trumpcrimesyndicate trumpcrimefamily trumpnatsecrisk	NOT	NONE	NONE
hasoc_en_3291	fucktrump fuckpompeo vijay prashad u.s. rushes to blame iran for tanker attacks as much of world pushes for diplomacy via	NOT	NONE	NONE
hasoc_en_3292	shameonicc what rain gods give is slap on icc for sloppy schedule. i wish the icc show at least 10 of the intend on conducting iccwc2019 that they have shown on dhoni gloves. it is shameonicc that rain, toss amp dl would be the contenders for the man of the series.	NOT	NONE	NONE
hasoc_en_3293	its about time. reagan is probably rolling over in his grave over the treasonous acts of this potus said she was going to get thing done amp not go easy on this admin. what is going on? he is a danger to our security. trumpisatraitor trumpsaninternationaldisgrace	NOT	NONE	NONE
hasoc_en_3294	some mischievous labour whip probably promised lap dancers. borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3295	hes trying to be relevant. murderer	NOT	NONE	NONE
hasoc_en_3296	to leave immediately and begin new job at kremlin fucktrump impeachtrumpnow	NOT	NONE	NONE
hasoc_en_3297	longterm solution such as pressurising central govt. to make a bill about safety of your workspaces and overall more attention to healthcare.dont make this a fight betwn tmcampbjp otherwise the crux of the protest will be lost and such incident will happen again doctorsfightback	NOT	NONE	NONE
hasoc_en_3298	of all the world leaders he consulted with, one stood above all... this summer, little donald drumpf embarks on his greatest adventure... fucktrump notmypresident	NOT	NONE	NONE
hasoc_en_3299	it should be national john mccain day because fucktrump !!!	NOT	NONE	NONE
hasoc_en_3300	carry on doing your job this is what is wrong in the world no respect for anybody and he is in the public eye dickhead	NOT	NONE	NONE
hasoc_en_3301	happy johnmcainday idiottrump traitortrump	NOT	NONE	NONE
hasoc_en_3302	dont be ridiculous! he is seeking the job of leading the country amp should be accountable to his stakeholders. i regularly attend customerstakeholder events amp am expected to be well prepared, honest amp transparent or i would be sacked. borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3303	trump doesnt pay his bills he never has and never will u must sue him in court trumpisatraitor 45isacriminal trumpcrimefamily mcconnellmustgo mcconnellchaocorruption	HOF	HATE	TIN
hasoc_en_3304	trump asserts executive privilege over census documents. this is total fucking bullshit!! are there no limits to the power of this dictator?! what are the grounds for the executive privilege? fucktrump	HOF	PRFN	TIN
hasoc_en_3305	usaisterrorists fakenews warcriminals falseflag liars iraq wmd lybia syria afghanistan poppyfields venezuela chile pinochet usregimechangewars washington threat to world peace stoparmingterroristsact operationnorthwoods 911insidejob jfk fucktrump	NOT	NONE	NONE
hasoc_en_3306	its a problem of trust. borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3307	. is the worstpresidentever trumpisatraitor liarinchief votebluetoendthisnightmare why does the . condone any candidate to accept foreign intel in order to cheat? trump sent a signal to all foreign operatives, i am ready to spit on ethics!	NOT	NONE	NONE
hasoc_en_3308	just asking if mamata banerjee herself falls ill, who would treat her? mamatabanerjee mamatalosingcontrol mamatafrustrated doctorsprotest doctorsstrike doctorsfightback westbengal	NOT	NONE	NONE
hasoc_en_3309	writing letters to about dhonis gloves, writing to holding to not be frank, but their laptops dissappear when it comes to responding to sl board . what kind of nitwits run ? shameonicc	NOT	NONE	NONE
hasoc_en_3310	engvwi shameonicc i love hearing voice of michael holding one thing i love abt him he is honourable man. man live by dignity.	NOT	NONE	NONE
hasoc_en_3311	at the end of the day they wars are about little girls in fiberboard coffins. fucktrump and us foreign policies. its all about others little girls in coffins.	NOT	NONE	NONE
hasoc_en_3312	is explaining the law of supply and demand pertaining to umbrellas during rainstorms? gtfo you moron. foxnews douchebag	HOF	PRFN	TIN
hasoc_en_3313	dear arrange a boat race championship in flooded grounds instead of n give the trophy to our captain, as no team can match our fittest n his men in any sports shameonicc engvwi	NOT	NONE	NONE
hasoc_en_3314	trumpisatraitor impeachtrumpnow you have accomplished nothing except total destruction of the achievements of your respected predecessor which benefitted the usa. you are demolishing everything that made america great. you really are an utter moron.	HOF	PRFN	TIN
hasoc_en_3315	trumpisatraitor amp engaging in criminal activities while the gop senate condones it amp remain silent!	HOF	OFFN	TIN
hasoc_en_3316	couldnt get around so decided to just flat out take him out. nice move there bud dickhead	NOT	NONE	NONE
hasoc_en_3317	ive already blocked ojsimpson there is nothing that he has to say that i want to know murderer felon	NOT	NONE	NONE
hasoc_en_3318	i agree with malcolm nance, pompeo and bolton are war mongers who are looking for a distraction away from trump and his crime family. resist voteblue impeachthemf trumpisaloser fucktrump	HOF	HATE	TIN
hasoc_en_3319	signed previously and yes, the whole wrld wants this hell, horror and heartbreak to end already!!! send emails to chinatradedeal yulindogmeatfestival stopyulin china enddogmeattrade boycottchina	NOT	NONE	NONE
hasoc_en_3320	ur fake president supports all of the above prostitutes adulterer puttingkidsincages lying stealing cheating racist rapist abuser kkk this is the evangelical cr... all lies to makes huge	NOT	NONE	NONE
hasoc_en_3321	quack quack quack fucktrump	NOT	NONE	NONE
hasoc_en_3322	america was always great until you ruined it! youre no leader! all you are is an over bloated bovine with foul breath, no honor, no principles, no integrity, no dignity and certainly no morals! fucktrump	HOF	HATE	TIN
hasoc_en_3323	save 53 on boat rockerz 255 sports bluetooth wireless earphone. click here to buy now for just 1,399 on amazonin , dm us the purchase screenshot amp get additional cashback of 50 exclusively from indiawithdhoni dhonikesaathdesh wwessd dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3324	great job . too bad and didnt work out a successful plan to keep iran from getting nuclear weapons before they left office....wait, they did. fucktrump derangeddonald impeachtrump	NOT	NONE	NONE
hasoc_en_3325	could this be our new prime minister who will unite the country? richwhitemanprivilege dickhead	NOT	NONE	NONE
hasoc_en_3326	we proud of u we all aupport you , our country support you ,we are with you.. dhonikesaathdesh dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3327	do not forgot you wanyed borders closed and illegals out. dickhead	NOT	NONE	NONE
hasoc_en_3328	befitting reply to the section of media only looking for controversy. dhonikeepstheglove dhonigloves	NOT	NONE	NONE
hasoc_en_3329	dear pls concentrate on real issues. dont make issues. iccwc2019 dhonikeepstheglove dhonikesaathdesh	NOT	NONE	NONE
hasoc_en_3330	trump showed us three different times in the past week why he cant be trusted with sensitive information resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_3331	junior doctors we want security mamata banerjee cannot be done junior doctors you have to apologize mamata banerjee doctorsfightback	NOT	NONE	NONE
hasoc_en_3332	yes, we the people are going to stop trump. trumpisatraitor trumpforprison trumpisatraitor	NOT	NONE	NONE
hasoc_en_3333	all the best to teamindia for another swimming competition on sunday against pakistan. indvpak shameonicc cwc19 cwc19rains	NOT	NONE	NONE
hasoc_en_3334	sir what about dhonikeepstheglove issue??	NOT	NONE	NONE
hasoc_en_3335	shameonicc icc want something fast and result some one meet yamdut worldcup2019	NOT	NONE	NONE
hasoc_en_3336	fucktrump impeachmentnow can this turd not be impeached on mental health grounds?	HOF	HATE	TIN
hasoc_en_3337	thank you. johnmccainday billiondollarloser gopcomplicittraitors gopcrimesyndicate trumpisatraitor trumpthegrifter trumpcrimefamily cadetbonespurs trumprussia trumpobstructedjustice	NOT	NONE	NONE
hasoc_en_3338	you contribute around 30 of the total s revenue. despite this you are acting helpless. take a stand. be brutal when it comes to our indian para forces. balidaanbadge is our national pride. dhonikeepstheglove thank you	NOT	NONE	NONE
hasoc_en_3339	fucktrump dems suck . . . . . . . . . . . . .dems suck . . . . . . . . . . . . . . . . . . . . . . dems suck . . . . . . . . . . . . . . dems suck . . . . . . . . . haha haha haha	HOF	HATE	TIN
hasoc_en_3340	this is several whole moods. i can relate, matty. i can relate. fucktrump whyhasnthebeenimpeachedyet fuckthepatriarchy whyareoldwhitemenregulatingmybody blacklivesmatter whydowehavetosaythisin2019 sudanmassacre whydoesntwesternmediacare governme	NOT	NONE	NONE
hasoc_en_3341	twiter is the place ojsimpson will hunt for the real killer oh wait ojdidit murderer of rongoldman amp nicolebrownsimpson oj is not not guilty	NOT	NONE	NONE
hasoc_en_3342	it takes 11 years to become a surgeon and a lifetime to become a good one. please respect us and what we do. do not hit doctors, burn hospitals, you have the right to express but there are better ways to do it! doctorsfightback .	NOT	NONE	NONE
hasoc_en_3343	its my flag as well , as others across the world amp madonna can keep her logo on it. wanker dickhead madamex madonna pridemonth pride	NOT	NONE	NONE
hasoc_en_3344	did some top dgp adgp refuse to head sit to probe imafraud? did police officials fear ruin of their career over probing political leaders? did muslims get betrayed by leaders they vote? siddaramaiah fans need a reality check.	NOT	NONE	NONE
hasoc_en_3345	all i know is that white western girls dont know a shit about dirty politics of place like south asia. most of them even dont know where pakistan is? for e.g trump didnt know bangladesh nepal amp bhutan arent part of india. dickhead	HOF	HATE	TIN
hasoc_en_3346	stuck his foot in his traitorous mouth! everyone knows you cant serve more than 2 and he wont serve more than 1! resistance impeachtrumpnow trumpisatraitor	NOT	NONE	NONE
hasoc_en_3347	stone to death. rapist	NOT	NONE	NONE
hasoc_en_3348	my two new recliners just arrived. and this weekend im going to hawaii. but ...you have kids...awesome! dickhead	NOT	NONE	NONE
hasoc_en_3349	a chinese takeaway was more important! borisjohnsonshouldnotbepm notfittolead	NOT	NONE	NONE
hasoc_en_3350	sorry sir but your trending topics are tailored according to the people whom you followlikeretweetreply etc. i have two accounts on twitter, i follow a lot of medicos on one so most of the trending topics are doctorsfightback related. in the other one, theres none of those	NOT	NONE	NONE
hasoc_en_3351	fakedonaldtrump knows who the princeofwhales is, but then who is the duke of dolphins? idiottrump	NOT	NONE	NONE
hasoc_en_3352	i support my local vineyards here in california. less carbon footprint amp they are delicious. fucktrump	NOT	NONE	NONE
hasoc_en_3353	shameonicc you should be ashamed on yourself for ruining the wc 2019. you certainly a biggest dumb in the world for selecting wrong venue to wc 2019 shame on you jerk.... iccruinedwc2019	HOF	HATE	TIN
hasoc_en_3354	whats up, ? have you cut anyones head off today? murderer	NOT	NONE	NONE
hasoc_en_3355	didnt know the striking doctors have been chanting jai shree ram doctorsfightback	NOT	NONE	NONE
hasoc_en_3356	hey dickhead, have someone read this to you.	NOT	NONE	NONE
hasoc_en_3357	boris johnson a charlatan with bravado. barely a word he spoke was trustworthy polly toynbee borisjohnsonshouldnotbepm toriesout	NOT	NONE	NONE
hasoc_en_3358	doctorsfightback this reminds me of the navnirman andolan in gujarat of19931994 which ended with the ouster of the then cm chiman patel. has gone much ahead of chiman amp must gracefully resign or the writing is on the wall mamatagoback	NOT	NONE	NONE
hasoc_en_3359	lol yep, gm sis. im firm on my fucktrump campaign, the draft dodger has our nation on the ropes!	NOT	NONE	NONE
hasoc_en_3360	dear mayor of orlando demand cash up front! trumpcrimefamily trumpisatraitor trumpisnotabovethelaw	NOT	NONE	NONE
hasoc_en_3361	putins puppet tweets! . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . fucktrump jailtrump2021 republicanextinction2020	NOT	NONE	NONE
hasoc_en_3362	trump, forgetting jonah incident, admits to talks with prince of whales resist resisttrump fucktrump	NOT	NONE	NONE
hasoc_en_3363	amidst glove controversy we arrive the day when the top teams meet. yes, it is indvaus today. sunday cant be made more better then this. come on india, lets do it. indvaus indvsaus indiawithdhoni dhoni dhonikeepstheglove dhonikeepbalidaanbadgeglove bleedblue	NOT	NONE	NONE
hasoc_en_3364	despotus reminds me of some of the most idiotic frat boys i met in college. fucktrump scrotus	NOT	NONE	NONE
hasoc_en_3365	fucking trump is ruining everything!!!! my poor smallbusiness fucktrump trumpresignnow	HOF	PRFN	TIN
hasoc_en_3366	holy shit, guys, we crushed my 5k goal! think i got everyone back. thanks so much! fbr strongertogether fucktrump	NOT	NONE	NONE
hasoc_en_3367	wishing all of you gopbastards a very peaceful johnmccainday. why not celebrate the memory of a true american patriot by getting rid of the treasonous criminal in the white house? trumpisatraitor lockhimup trumpistheenemyofthepeople	NOT	NONE	NONE
hasoc_en_3368	worst world cup rainstopsmatch shameonicc bcci can organize the entire world cup more efficiently	NOT	NONE	NONE
hasoc_en_3369	is still presisent. is there anything we can do about making him expresident? notmypresident johnmccainday fucktrump impeachtrumpnow orangemenace	NOT	NONE	NONE
hasoc_en_3370	they call the ipl a circus. well, atleast its a dry circus. shameonicc	NOT	NONE	NONE
hasoc_en_3371	shameonicc we enjoyed rain only	NOT	NONE	NONE
hasoc_en_3372	realdonaldtrump fucktrump trump2020 todays batch of lies from lying bag of crap prezter the molester coming on twitter any minute	HOF	OFFN	TIN
hasoc_en_3373	theres gonna be some bass playing right up in here today pcjcusa bassplayer bassgirlsruletheworld styleover40 styleover50 bassguitar girlsrock fucktrump bloomington, illinois	NOT	NONE	NONE
hasoc_en_3374	the boris johnson story had to share, since this clown might be our next prime minister borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3375	by all means, haaregatohpakistanhi afterall, india has unbeaten record against terroristnationpakistan in iccworldcup tournaments. indiancricketteam should crush them. if you compare both teams, indian team is far better in every aspect. भरत मत क जय!! जय हद!	NOT	NONE	NONE
hasoc_en_3376	traitortot is a fascist asshole himself. trumpfascism is what he pathetically excels at and cant deny the fact that hes responsible for destroying our country on the world stage. trumpisadisgrace trumpsworsethannixon trumpsunfit trumpisatraitor	HOF	PRFN	TIN
hasoc_en_3377	borisjohnsons contribution to the debate about fire prevention in london. get stuffed. grenfell borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3378	stupid,stupid,stupid murderer	HOF	OFFN	UNT
hasoc_en_3379	im pretty excited about johnmccainday. im sure, will be all pissy pants about it trending. itsthelittlethings trumpisatraitor impeachdonaldtrump	NOT	NONE	NONE
hasoc_en_3380	imafraud if believe too much in religious beliefs u will be fooled easily... imafraudcase	NOT	NONE	NONE
hasoc_en_3381	yeah but youre the f business party, isnt it just policy to screw the economy? borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3382	sunday matchum rain varum pola ... fuck world cup shameonicc	HOF	PRFN	TIN
hasoc_en_3383	the best answer to activism. get 50,000 tshirts caps printed with the balidanbadge amp distribute among the spectators tomorrow. flood the stadium with balidaanbadge. dhonikesaathdesh dhoni dhonikeepstheglove iccworldcup2019 indiastandswithdhoni	NOT	NONE	NONE
hasoc_en_3384	200 rohingya muslim voters are more valuable to mamta bano than 700 qualified hindu doctors. this is what secularism in india has stooped down to. irony is that rohingya dont even speak bangla. doctorsfightback doctorsprotest	NOT	NONE	NONE
hasoc_en_3385	what is this icc..is there no religious practice in cricket field?? how can u partial towards nation and different rule for different country? shameonicc	NOT	NONE	NONE
hasoc_en_3386	oh did they organize under water worldcup2019 shameonicc.pity on icc	NOT	NONE	NONE
hasoc_en_3387	stopping from wearing the glove would mean stopping english players from wearing the poppy. would do that? there is nothing wrong in displaying a spirit of nationalism after all its an international tournament. dhonikeepstheglove jaihind.	NOT	NONE	NONE
hasoc_en_3388	fucktrump but love this js	NOT	NONE	NONE
hasoc_en_3389	hey your economy is tanking! cuz everything u touch...dies gop lol fiscal responsible party? happy fathers day, losers gopsucks trumpisatraitor trumpresignnow trumpliesmatter	HOF	OFFN	TIN
hasoc_en_3390	hes famous for stiffing people. they need to tell him to pay up front or bring his own security. going forward anyone getting stiffed cant say they didnt know. fucktrump happyjohnmccainday	NOT	NONE	NONE
hasoc_en_3391	!!! !!! we know you are a lowlife murderer and guiltyof killing nicolebrownsimpson and rongoldman ... an innocent man doesnt run !!! !!! killer killer killer ojsimpson	NOT	NONE	NONE
hasoc_en_3392	saturday june 15, 2019 trumpisatraitor fakepresident wearenotok trumpmustgo	NOT	NONE	NONE
hasoc_en_3393	bcci has given icc too much autonomy dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3394	wow what are they thinking??? liberty amp middle tenn in the same season??? murderersrow	NOT	NONE	NONE
hasoc_en_3395	so those people cocooning borisjohnson and ensuring hes doesnt dosay anything to further his reputation as a bunglingbuffoon you do know your going to have to let him loose to fight his own campaign! and hewillslipup healwaysdoes amatteroftime borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3396	the world hate your your beloved dad god for you because he is a killer, murderer, liar and a rioter ! have killed 10,000 till date starting from 2002.	HOF	HATE	TIN
hasoc_en_3397	fucktrump trump2020 trump is a useless fucking idiot his comments in biden have no value exclusive president trump hits joe biden on policy flips he has recalibrated on everything abc news via	HOF	PRFN	TIN
hasoc_en_3398	this is a life or death vote for many. votebluetosaveamerica trumpisatraitor	NOT	NONE	NONE
hasoc_en_3399	how about we all agree to never take health advice from a celebrity looking at you and to never again elect one as president? ok. good talk. thanks. antivaxxers fuckouttahere impeachmentinquirynow fucktrump thursdaythought	NOT	NONE	NONE
hasoc_en_3400	the trump family! trump trumpisatraitor trumpresign	NOT	NONE	NONE
hasoc_en_3401	reported payments could threaten nras existence resist resisttrump fucktrump	NOT	NONE	NONE
